repertoire,locus,unique_v3j,unique_vdj,reads
Zhu_2013_Heavy_IGHM_Donor_C38_Run2_iglblastn_igblastn_IGHM,IGH,18107,25791,26764
Eliyahu_2018_Heavy_HCV_IGD_IGHD_HCV_SC8_IGD_igblastn_IGHD,IGH,2401,2485,6955
Levin_2015_NoSIT_timepoint-0_tissue-PBMC_IGHG_NoSIT_tissue-PBMC_subject-9_timepoint-0_Age-25_SRR5754968_iglblastn_iglblastn_IGHG,IGH,606,824,1034
Rettig_2018_Light_whole_spleen_Bulk_whole_spleen_1_iglblastn_Bulk,IGK,2151,10839,10984
Waltari_2018_Heavy_Healthy_PBMCs_IGHA_Heavy_Healthy_PBMCs_BD12_igblastn_IGHA,IGK,1,1,1
Gupta_2017_Heavy_GMC_volunteer_IGHD_GMC_after_1w_SRX2251672_iglblastn_igblastn_IGHD,IGK,99,104,110
Schanz_2014_H_chain_159_wk213_IGHA_Schanz_159_wk213_nucleotide_renamed_igblastn_IGHA,IGH,4,5,5
Briney_2019_Subject_D103_IgA_Subject-D103_Replicate-8_Isotype-IgA,IGH,56,92,92
Galson_2016_Visit-6_Subject-2125_HLA-DR+-Plasma-cells_Subject-2125_Visit-6_age-25_HLA-DR+-Plasma-cells_iglblastn,IGH,11022,71043,90925
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S21_Naive-B-Cells_igblastn_Bulk,IGH,248,342,378
Vander_Heiden_2017_Heavy_AR02_IGHD_AR02_Memory_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHD,IGK,12,24,32
Sundling_2014_IGHV1_IGHV1_iglblastn,IGH,24553,123437,218740
Eliyahu_2018_Heavy_HCV_IGM_IGHM_HCV_SC12_IGM_igblastn_IGHM,IGH,7162,41868,560631
Parameswaran_2014_nonDengue_IGHD_332_nonDengue_iglblastn_IGHD,IGH,68,72,73
Huang_2016_light_2014_2014_3rd_run_light_2-fq-gz_iglblastn,IGK,31485,903306,928920
Gupta_2017_Heavy_IB_volunteer_IGHA_IB_after_1w_SRX2251659_iglblastn_igblastn_IGHA,IGL,120,146,149
Bhiman_2015_Heavy_week-38_IGHE_Heavy_week-38_CAP256_iglblastn_igblastn_IGHE,IGH,27,27,27
Ellebedy_2016_Day-7_HA-positive-antibody-secreting-cell_Bulk_HA-positive-antibody-secreting-cell_Day-7_Donor-8_igblastn_Bulk,IGH,10,10,10
Pei_2017_WildType_Spleen_Bulk_WildType_Spleen_Pro-B-Cells_5_igblastn_Bulk,IGH,13,13,13
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S100_Naive-B-Cells_igblastn_IGHG,IGH,41,438,516
Eliyahu_2018_Heavy_HCV_IGG_IGHA_HCV_C5_IGG_igblastn_IGHA,IGH,2202,3734,5578
Vander_Heiden_2017_Light_MK03_MK03_Naive_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn,IGH,16164,53045,76731
Rettig_2018_Heavy_whole_spleen_IGHD_whole_spleen_1_iglblastn_IGHD,IGH,133,133,134
Ellebedy_2016_Day-7_antibody-secreting-cell_IGHM_antibody-secreting-cell_Day-7_Donor-155_igblastn_IGHM,IGH,5507,102913,123762
Schanz_2014_H_chain_HD1_prep1_IGHA_HD1_prep1_nucleotide_renamed_igblastn_IGHA,IGH,9,9,9
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_SC7_IGA_igblastn_Bulk,IGH,28,29,361
Briney_2019_Subject_326737_IgA_Subject-326737_Replicate-4_Isotype-IgA,IGH,131,171,171
Rettig_2018_Heavy_whole_spleen_IGHG_whole_spleen_1_iglblastn_IGHG,IGH,270,327,329
Gupta_2017_Heavy_Fv_volunteer_Bulk_FV_after_3w_SRX2251679_iglblastn_igblastn_Bulk,IGL,57640,242269,275912
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHE_SIT_tissue-PBMC_subject-3_timepoint-365_Age-30_SRR5754982_iglblastn_iglblastn_IGHE,IGH,144,405,1520
Levin_2015_SIT_timepoint-56_tissue-PBMC_IGHG_SIT_tissue-PBMC_subject-7_timepoint-56_Age-27_SRR5755016_iglblastn_iglblastn_IGHG,IGH,7,7,7
Briney_2019_Subject_326907_IgA_Subject-326907_Replicate-7_Isotype-IgA,IGK,5,5,5
Briney_2019_Subject_326651_IgD_Subject-326651_Replicate-6_Isotype-IgD,IGH,234,249,249
Vander_Heiden_2017_Heavy_HD09_IGHG_HD09_Unsorted_Bcells_age31_healthy_iglblastn_igblastn_IGHG,IGK,25,27,27
Waltari_2018_Heavy_Healthy_cord-blood-cells_IGHM_Heavy_Healthy_cord-blood-cells_CB1_igblastn_IGHM,IGL,3,3,3
Ghraichy_2019_Co_C,IGH,30330,35045,110679
Thornqvist_2018_Donor-1_PBMC_Bulk_Donor_1_peripheral_blood_sample_1_igblastn_Bulk,IGH,539,709,709
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHM_SIT_tissue-PBMC_subject-3_timepoint-365_Age-30_SRR5754987_iglblastn_iglblastn_IGHM,IGH,706,749,802
Waltari_2018_Heavy_Healthy_PBMCs_IGHM_Heavy_Healthy_PBMCs_BD4_igblastn_IGHM,IGL,18,28,28
Briney_2019_Subject_326651_IgA_Subject-326651_Replicate-15_Isotype-IgA,IGH,693,741,741
Pei_2017_epsilon_Bone-Marrow_IGHG_epsilon_Bone-Marrow_Follicular-B-Cells_4_igblastn_IGHG,IGH,186,813,1652
Wu_2015_Heavy_Visit_H_Bulk_H-chain_H-visit_2009-year_06-month_02-day_iglblastn_iglblastn_Bulk,IGH,6789,7304,7476
Levin_2015_NoSIT_timepoint-0_tissue-PBMC_Bulk_NoSIT_tissue-PBMC_subject-10_timepoint-0_Age-30_SRR5755090_iglblastn_iglblastn_Bulk,IGH,5016,6550,7994
Briney_2019_Subject_326651_IgE_Subject-326651_Replicate-17_Isotype-IgE,IGH,818,878,878
Ellebedy_2016_Day-14_resting-memory-B-cell_IGHM_resting-memory-B-cell_Day-14_Donor-6_igblastn_IGHM,IGH,13,13,13
Vander_Heiden_2017_Heavy_MK03_IGHA_MK03_Naive_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHA,IGH,293,1351,1945
Doria-Rose_2015_Heavy_Week59_IGHG_CAP256-Week59-Heavy_iglblastn_IGHG,IGH,23249,101240,231484
Sheng_2017_Light_LP08248-Light-25_igblastn,IGK,21,21,21
Levin_2015_NoSIT_timepoint-0_tissue-PBMC_IGHD_NoSIT_tissue-PBMC_subject-11_timepoint-0_Age-23_SRR5755097_iglblastn_iglblastn_IGHD,IGH,770,940,1035
Pei_2017_epsilon_Spleen_IGHG_epsilon_Spleen_Pro-B-Cells_2_igblastn_IGHG,IGH,25,67,81
Vander_Heiden_2017_Heavy_HD07_IGHD_HD07_Naive_Bcells_age33_healthy_iglblastn_igblastn_IGHD,IGL,44,85,85
Briney_2019_Subject_316188_IgG_Subject-316188_Replicate-6_Isotype-IgG,IGH,73698,326158,326536
Levin_2017_Bone_marrow_Donor1_IGHD_Donor1_BM_2_iglblastn_IGHD,IGH,23,23,23
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHE_SIT_tissue-PBMC_subject-2_timepoint-365_Age-30_SRR5754988_iglblastn_iglblastn_IGHE,IGH,283,943,3038
Bonsignori_2016_Hiv_infected_week-22_Bulk_HIV_infected_week-22_week_repeat-5_PBMC_iglblastn_igblastn_Bulk,IGH,42,48,51
Vander_Heiden_2017_Heavy_HD10_IGHG_HD10_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHG,IGK,113,142,159
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD10_igblastn_Bulk,IGK,87996,2570599,4152045
Briney_2019_Subject_327059_IgE_Subject-327059_Replicate-8_Isotype-IgE,IGL,2,2,2
Briney_2019_Subject_326650_IgA_Subject-326650_Replicate-6_Isotype-IgA,IGH,187,213,213
Vander_Heiden_2017_Heavy_MK02_IGHA_MK02_Memory_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_IGHA,IGH,2736,24834,30845
Stern_2014_M1_IGHG_M1_CLN_39y_CAPILLARY_iglblastn_igblastn_IGHG,IGH,35,42,42
Ellebedy_2016_Day-0_peripheral-blood-mononuclear-cell_IGHG_peripheral-blood-mononuclear-cell_Day-0_Donor-155_igblastn_IGHG,IGH,22194,117693,119359
Briney_2019_Subject_326780_unknown_Subject-326780_Replicate-3_Isotype-unknown,IGH,9,14,14
Briney_2019_Subject_326713_IgM_Subject-326713_Replicate-16_Isotype-IgM,IGH,2570625,3983634,3983763
Levin_2015_SIT_timepoint-56_tissue-PBMC_IGHM_SIT_tissue-PBMC_subject-1_timepoint-56_Age-38_SRR5755014_iglblastn_iglblastn_IGHM,IGH,1524,1544,1628
Briney_2019_Subject_326737_unknown_Subject-326737_Replicate-15_Isotype-unknown,IGH,38,40,40
Ellebedy_2016_Day-7_naive-B-cell_IGHG_naive-B-cell_Day-7_Donor-155_igblastn_IGHG,IGH,122,1838,1912
Gupta_2017_Heavy_Fv_volunteer_Bulk_FV_after_4w_SRX2251680_iglblastn_igblastn_Bulk,IGL,58900,306009,365352
Vander_Heiden_2017_Heavy_HD10_Bulk_HD10_Unsorted_Bcells_age31_healthy_iglblastn_igblastn_Bulk,IGH,338,441,502
Vander_Heiden_2017_Heavy_HD10_IGHE_HD10_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHE,IGL,108,196,270
Waltari_2018_Heavy_Healthy_PBMCs_IGHA_Heavy_Healthy_PBMCs_BD11_igblastn_IGHA,IGL,13,17,17
Galson_2015_Visit-1_Subject-1011_IgG_Subject-1011_Visit-1_treatment-MenACWY-polysaccharide_Memory-B-cells_IgG_iglblastn,IGH,13374,69882,102638
Halliley_2015_PEM_IGHA_SRR1964799_iglblastn_igblastn_IGHA,IGH,20411,198050,218162
Halliley_2015_PEM_IGHM_SRR1964798_iglblastn_igblastn_IGHM,IGH,1925,16641,17894
Briney_2019_Subject_326651_IgG_Subject-326651_Replicate-2_Isotype-IgG,IGH,839096,2546929,2546998
Rubelt_2016_TWINs_4_TW04A_IGHM_TW04A_B_naive_iglblastn_IGHM,IGH,53664,155144,177769
Sheng_2017_Light_LP08248-Light-26_igblastn,IGH,2,2,2
Gupta_2017_Heavy_Fv_volunteer_IGHG_FV_before_8d_SRX2251687_iglblastn_igblastn_IGHG,IGH,4587,21850,26755
Gupta_2017_Light_Fv_volunteer_FV_before_2d_SRX2251686_iglblastn,IGH,32864,152374,158777
Briney_2019_Subject_326713_IgD_Subject-326713_Replicate-8_Isotype-IgD,IGH,338,344,344
Rubelt_2016_TWINs_5_TW05A_Bulk_TW05A_B_naive_iglblastn_Bulk,IGL,1,3,3
Vander_Heiden_2017_Heavy_HD09_IGHG_HD09_Unsorted_Bcells_age31_healthy_iglblastn_igblastn_IGHG,IGL,86,314,680
Briney_2019_Subject_327059_unknown_Subject-327059_Replicate-14_Isotype-unknown,IGK,3,3,3
Briney_2019_Subject_316188_IgM_Subject-316188_Replicate-5_Isotype-IgM,IGH,179592,825164,826176
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S55_Naive-B-Cells_igblastn_Bulk,IGH,244,347,402
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S15_Naive-B-Cells_igblastn_Bulk,IGL,9019,106220,183131
Gupta_2017_Heavy_GMC_volunteer_IGHM_GMC_after_1d_SRX2251674_iglblastn_igblastn_IGHM,IGL,118,136,136
Wu_2015_Heavy_Visit_A_IGHE_H-chain_A-visit_2001-year_07-month_30-day_iglblastn_iglblastn_IGHE,IGH,117,118,118
Briney_2019_Subject_326737_IgM_Subject-326737_Replicate-2_Isotype-IgM,IGH,492287,1602023,1604776
Briney_2019_Subject_D103_IgM_Subject-D103_Replicate-16_Isotype-IgM,IGH,161192,658288,658709
Levin_2015_SIT_timepoint-56_tissue-PBMC_IGHA_SIT_tissue-PBMC_subject-8_timepoint-56_Age-24_SRR5755017_iglblastn_iglblastn_IGHA,IGH,2442,2890,3151
Davis_2019_Heavy_EVD5_IGHD_Heavy_EVD5_EBOLA_8month_PBMC_igblastn_IGHD,IGH,134209,184694,184805
Parameswaran_2014_PConv_Bulk_569_PConv_iglblastn_Bulk,IGH,2527,3590,3841
Vander_Heiden_2017_Heavy_MK03_IGHA_MK03_Memory_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHA,IGK,74,110,125
Gupta_2017_Light_Fv_volunteer_FV_after_4w_SRX2251680_iglblastn,IGL,59874,311902,373520
Johnson_2018_Heavy_Visit-119_CAP256_Heavy_Visit-119_CAP256_PBMC_Part-2,IGK,1,1,1
Sheng_2017_Heavy_LP32647-IGHG-11_igblastn,IGK,233,265,273
Gupta_2017_Heavy_Fv_volunteer_IGHG_FV_after_2w_SRX2251685_iglblastn_igblastn_IGHG,IGH,6398,23663,27623
Vander_Heiden_2017_Heavy_AR02_Bulk_AR02_Memory_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_Bulk,IGH,1726,1925,1942
Halliley_2015_HuBM_IGHA_SRR2088759_iglblastn_igblastn_IGHA,IGH,26674,108390,119477
Gupta_2017_Heavy_Fv_volunteer_IGHD_FV_before_2d_SRX2251686_iglblastn_igblastn_IGHD,IGH,828,943,990
Rettig_2018_Heavy_spleen_cells_Bulk_spleen_cells_2_iglblastn_Bulk,IGL,108,490,492
Levin_2015_SIT_timepoint-0_tissue-PBMC_Bulk_SIT_tissue-PBMC_subject-4_timepoint-0_Age-36_SRR5755104_iglblastn_iglblastn_Bulk,IGH,6104,7073,8156
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S20_Naive-B-Cells_igblastn_IGHG,IGH,126,1115,1316
Parameswaran_2014_Acute_Bulk_517_Acute_iglblastn_Bulk,IGH,2965,3323,3401
Doria-Rose_2015_Light_Week38_CAP256-Week38-Light_iglblastn,IGL,25377,110279,215636
Greiff_2014_9_mice_nine_mice_merged_igblastn,IGH,356865,5137106,5138573
Rettig_2018_Heavy_spleen_cells_IGHG_spleen_cells_2_iglblastn_IGHG,IGL,9,14,14
Galson_2015_Visit-2_Subject-1011_IgG_Subject-1011_Visit-2_treatment-MenACWY-polysaccharide_HLA-DR+-Plasma-cells_IgG_iglblastn,IGH,8803,67503,99181
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_CI15_IGA_igblastn_Bulk,IGH,92,121,189
Briney_2019_Subject_326713_IgD_Subject-326713_Replicate-16_Isotype-IgD,IGH,312,321,321
Gupta_2017_Heavy_Fv_volunteer_IGHD_FV_after_1h_SRX2251683_iglblastn_igblastn_IGHD,IGK,49,53,53
Briney_2019_Subject_327059_IgD_Subject-327059_Replicate-12_Isotype-IgD,IGH,127,161,161
Prohaska_2018_Spleen_B-1a_Bulk_Spleen_B-1a_iglblastn_Bulk,IGK,2,3,3
Briney_2019_Subject_326907_IgA_Subject-326907_Replicate-5_Isotype-IgA,IGH,120,146,146
Vander_Heiden_2017_Light_AR05_AR05_Naive_Bcells_age67_ACh_disease-1year_stageI_iglblastn,IGH,72465,179120,196404
Vander_Heiden_2017_Light_MK02_MK02_Naive_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn,IGL,6964,58535,99129
Briney_2019_Subject_327059_IgE_Subject-327059_Replicate-2_Isotype-IgE,IGL,1,3,3
Wu_2015_Heavy_Visit_A_Bulk_H-4-chain_A-visit_2001-year_07-month_30-day_iglblastn_iglblastn_Bulk,IGH,1076,1188,1232
Briney_2019_Subject_326907_IgE_Subject-326907_Replicate-10_Isotype-IgE,IGK,3,3,3
Halliley_2015_HuBM_IGHD_SRR2088761_iglblastn_igblastn_IGHD,IGH,16,16,16
Levin_2015_SIT_timepoint-56_tissue-PBMC_IGHE_SIT_tissue-PBMC_subject-6_timepoint-56_Age-41_SRR5755002_iglblastn_iglblastn_IGHE,IGH,256,1196,3417
Rubelt_2016_TWINs_2_TW02A_Bulk_TW02A_B_memory_iglblastn_Bulk,IGH,211,592,593
Ellebedy_2016_Day-90_peripheral-blood-mononuclear-cell_IGHE_peripheral-blood-mononuclear-cell_Day-90_Donor-8_igblastn_IGHE,IGH,15,15,15
Vander_Heiden_2017_Heavy_MK05_IGHG_MK05_Memory_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHG,IGL,269,380,415
Johnson_2018_Light_Visit-38_CAP256_Light_Visit-38_CAP256_PBMC_Part-1,IGH,295,602,603
Galson_2016_Visit-4_Subject-2752_Total-B-cells_Subject-2752_Visit-4_age-38_Total-B-cells_iglblastn,IGL,2,2,2
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S74_Naive-B-Cells_igblastn_Bulk,IGH,376,458,486
Briney_2019_Subject_326780_IgD_Subject-326780_Replicate-5_Isotype-IgD,IGH,72,76,76
Sheng_2017_Heavy_LP23810-IGHM-18_igblastn,IGK,1,1,1
Waltari_2018_Heavy_Healthy_cord-blood-cells_IGHG_Heavy_Healthy_cord-blood-cells_CB3g_igblastn_IGHG,IGH,287,2634,4023
Jiang_2013_FLU_IGHG_SRR765688_iglblastn_igblastn_IGHG,IGH,10033,24946,27268
Thornqvist_2018_Donor-3_PBMC_Bulk_Donor_3_peripheral_blood_sample_2_igblastn_Bulk,IGH,494,696,696
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S86_Naive-B-Cells_igblastn_IGHM,IGH,75373,216894,251838
Gupta_2017_Heavy_Fv_volunteer_IGHD_FV_after_4w_SRX2251680_iglblastn_igblastn_IGHD,IGL,303,417,436
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S14_Naive-B-Cells_igblastn_Bulk,IGL,5868,61821,106534
Briney_2019_Subject_316188_IgA_Subject-316188_Replicate-13_Isotype-IgA,IGH,88,111,111
Parameswaran_2014_healthy_Bulk_4431_healthy_iglblastn_Bulk,IGH,2173,2365,2401
Briney_2019_Subject_326907_IgG_Subject-326907_Replicate-15_Isotype-IgG,IGH,9509,19631,19641
Briney_2019_Subject_327059_IgG_Subject-327059_Replicate-7_Isotype-IgG,IGH,159938,715435,715594
Waltari_2018_Light_Healthy_cord-blood-cells_Bulk_Heavy_Healthy_cord-blood-cells_CB1g_igblastn_Bulk,IGH,414,598,685
Ellebedy_2016_Day-90_memory-B-cell_IGHE_memory-B-cell_Day-90_Donor-5_igblastn_IGHE,IGH,11,11,11
Gupta_2017_Heavy_GMC_volunteer_IGHG_GMC_after_2w_SRX2251673_iglblastn_igblastn_IGHG,IGL,565,2219,4514
Wesemann_2013_IgH_Lamina_propria_germ_free_mice_IGHM_IgH_lamina_propria_from_germ_free_mice_SRR934687_iglblastn_igblastn_IGHM,IGH,7760,16150,18207
Palanichamy_2014_Source-PBMC_Subject-26712_IGHM_Subject-26712_Source-PBMC_Age-54_iglblastn_igblastn_IGHM,IGH,7944,59070,71581
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S40_Naive-B-Cells_igblastn_IGHG,IGH,7,10,10
Ellebedy_2016_Day-7_HA-negative-antibody-secreting-cell_IGHG_HA-negative-antibody-secreting-cell_Day-7_Donor-6_igblastn_IGHG,IGH,3752,15153,15618
Pei_2017_epsilon_Bone-Marrow_IGHM_epsilon_Bone-Marrow_Follicular-B-Cells_4_igblastn_IGHM,IGH,8,8,8
Turchaninova_2016_IGHG_Plasma_cells_donor_7_iglblastn_igblastn_IGHG,IGH,1499,3693,3693
Ellebedy_2016_Day-14_peripheral-blood-mononuclear-cell_IGHA_peripheral-blood-mononuclear-cell_Day-14_Donor-8_igblastn_IGHA,IGH,11962,35504,35584
Eliyahu_2018_Heavy_HCV_IGG_IGHG_HCV_C7_IGG_igblastn_IGHG,IGH,2107,4768,20613
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD4_igblastn_Bulk,IGK,46136,864860,1765382
Briney_2019_Subject_326650_IgE_Subject-326650_Replicate-7_Isotype-IgE,IGH,280,303,303
Wu_2015_Heavy_Visit_A_IGHG_H-chain_A-visit_2001-year_07-month_30-day_iglblastn_iglblastn_IGHG,IGH,34284,128188,211740
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S25_Naive-B-Cells_igblastn_IGHG,IGH,55,582,688
Briney_2019_Subject_316188_IgD_Subject-316188_Replicate-11_Isotype-IgD,IGH,27,30,30
Eliyahu_2018_Heavy_HCV_IGG_IGHA_HCV_CI11_IGG_igblastn_IGHA,IGH,818,1150,1966
Ellebedy_2016_Day-7_antibody-secreting-cell_IGHM_antibody-secreting-cell_Day-7_Donor-162_igblastn_IGHM,IGH,3467,58512,62580
Johnson_2018_Light_Visit-206_CAP256_Light_Visit-206_CAP256_PBMC_Part-1,IGH,325,613,614
Vander_Heiden_2017_Heavy_HD13_IGHD_HD13_Memory_Bcells_age51_healty_iglblastn_igblastn_IGHD,IGH,340,797,997
Briney_2019_Subject_327059_IgM_Subject-327059_Replicate-10_Isotype-IgM,IGH,165255,528596,528958
Wu_2015_Heavy_Visit_G_Bulk_H-chain_G-visit_2008-year_08-month_19-day_iglblastn_iglblastn_Bulk,IGH,7166,8582,8923
Parameswaran_2014_Acute_IGHA_208_Acute_iglblastn_IGHA,IGH,6,6,6
Gupta_2017_Heavy_GMC_volunteer_IGHA_GMC_after_1d_SRX2251674_iglblastn_igblastn_IGHA,IGL,141,180,210
Gupta_2017_Light_IB_volunteer_IB_before_8d_SRX2251666_iglblastn,IGH,71842,183586,205971
Levin_2015_SIT_timepoint-0_tissue-Biopsy_IGHA_SIT_tissue-Biopsy_subject-6_timepoint-0_Age-41_SRR5754965_iglblastn_iglblastn_IGHA,IGH,489,683,1017
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S98_Naive-B-Cells_igblastn_Bulk,IGK,45,45,46
Gupta_2017_Heavy_GMC_volunteer_Bulk_GMC_after_1h_SRX2251675_iglblastn_igblastn_Bulk,IGK,110179,359087,682588
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S13_Naive-B-Cells_igblastn_Bulk,IGL,13171,116475,153473
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD1a_igblastn_Bulk,IGL,151,158,158
Briney_2019_Subject_316188_IgG_Subject-316188_Replicate-11_Isotype-IgG,IGH,46973,150699,150878
Ellebedy_2016_Day-0_peripheral-blood-mononuclear-cell_IGHA_peripheral-blood-mononuclear-cell_Day-0_Donor-6_igblastn_IGHA,IGH,10283,24236,24283
Ohm-Laursen_2018_Heavy_Healthy_IGHA_Heavy_Healthy_Biopsy_7_igblastn_IGHA,IGH,14677,561212,623111
Briney_2019_Subject_326907_IgE_Subject-326907_Replicate-4_Isotype-IgE,IGH,122,145,145
Levin_2015_NoSIT_timepoint-365_tissue-Biopsy_IGHG_NoSIT_tissue-Biopsy_subject-15_timepoint-365_Age-24_SRR5755062_iglblastn_iglblastn_IGHG,IGH,431,637,791
Briney_2019_Subject_D103_IgD_Subject-D103_Replicate-7_Isotype-IgD,IGH,50,57,57
Gupta_2017_Heavy_IB_volunteer_IGHA_IB_after_3d_SRX2251665_iglblastn_igblastn_IGHA,IGK,145,221,292
Sheng_2017_Light_LP08248-Light-28_igblastn,IGL,11,15,15
Briney_2019_Subject_326737_IgD_Subject-326737_Replicate-5_Isotype-IgD,IGH,23,23,23
Johnson_2018_Heavy_Healthy_Healthy_Heavy_Healthy_Healthy_Naive_Part-1,IGL,13,13,13
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S97_Naive-B-Cells_igblastn_Bulk,IGK,17832,180360,409488
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S30_Naive-B-Cells_igblastn_Bulk,IGL,8128,61583,83507
Briney_2019_Subject_316188_IgE_Subject-316188_Replicate-11_Isotype-IgE,IGH,185,193,193
Vander_Heiden_2017_Heavy_HD07_IGHG_HD07_Naive_Bcells_age33_healthy_iglblastn_igblastn_IGHG,IGK,26,34,34
Halliley_2015_HuBM_IGHA_SRR2088761_iglblastn_igblastn_IGHA,IGH,10575,73502,88102
Briney_2019_Subject_326907_IgM_Subject-326907_Replicate-4_Isotype-IgM,IGK,1,1,1
Zhou_2015_IGHG_DONORRU01-HeavyChain_iglblastn_igblastn_IGHG,IGH,18577,66421,200457
Palanichamy_2014_Source-CSF_Subject-30512_IGHE_Subject-30512_Source-CSF_Age-34_iglblastn_igblastn_IGHE,IGH,9,13,13
Gupta_2017_Light_GMC_volunteer_GMC_after_1w_SRX2251672_iglblastn,IGL,67145,299805,483803
Galson_2016_Visit-2_Subject-2752_HBsAg+-B-cells_Subject-2752_Visit-2_age-38_HBsAg+-B-cells_iglblastn,IGH,4614,30142,45827
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHG_SIT_tissue-PBMC_subject-2_timepoint-365_Age-30_SRR5754988_iglblastn_iglblastn_IGHG,IGH,710,942,1111
Briney_2019_Subject_326713_IgA_Subject-326713_Replicate-11_Isotype-IgA,IGH,659,698,699
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S33_Naive-B-Cells_igblastn_IGHM,IGH,14097,82066,112978
Vander_Heiden_2017_Heavy_MK04_IGHM_MK04_Naive_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHM,IGK,33,37,37
Zhu_2013_Light_Donor_C38_Run6_iglblastn,IGL,20174,43621,51844
Gupta_2017_Heavy_IB_volunteer_IGHM_IB_after_1h_SRX2251660_iglblastn_igblastn_IGHM,IGL,132,144,146
Gupta_2017_Heavy_GMC_volunteer_IGHE_GMC_after_3w_SRX2251671_iglblastn_igblastn_IGHE,IGL,241,394,471
Pei_2017_gamma1_Spleen_Bulk_gamma1_Spleen_Pro-B-Cells_4_igblastn_Bulk,IGH,7,7,7
Briney_2019_Subject_326780_IgM_Subject-326780_Replicate-3_Isotype-IgM,IGH,33525,114020,114129
Levin_2015_NoSIT_timepoint-0_tissue-Biopsy_IGHD_NoSIT_tissue-Biopsy_subject-9_timepoint-0_Age-25_SRR5755078_iglblastn_iglblastn_IGHD,IGH,509,905,1429
Mroczek_2014_Bulk_Transitional_iglblastn_igblastn_Bulk,IGH,7968,8276,8300
Rubelt_2016_TWINs_1_TW01B_Bulk_TW01B_B_naive_iglblastn_Bulk,IGK,95,134,144
Ellebedy_2016_Day-90_peripheral-blood-mononuclear-cell_IGHM_peripheral-blood-mononuclear-cell_Day-90_Donor-8_igblastn_IGHM,IGH,6,6,6
Galson_2016_Visit-6_Subject-2083_Total-B-cells_Subject-2083_Visit-6_age-24_Total-B-cells_iglblastn,IGK,1,1,1
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S44_Naive-B-Cells_igblastn_IGHA,IGH,203,3751,4621
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S21_Naive-B-Cells_igblastn_IGHM,IGH,12724,98878,140657
Galson_2015_Visit-1_Subject-1009_IgG_Subject-1009_Visit-1_treatment-MenACWY-conjugate_Memory-B-cells_IgG_iglblastn,IGH,19456,67304,84505
